,course_title,course_organization,course_URL,course_rating,course_difficulty,course_duration,course_review_count,course_skills
134,Data Visualization and Dashboards with Excel and Cognos,IBM,/learn/data-visualization-dashboards-excel-cognos,4.7,Beginner,1 - 4 Weeks,3100,"Data Visualization, Plot (Graphics), Microsoft Excel, Statistical Visualization, Business Analysis, Data Analysis, Data Visualization Software, Interactive Data Visualization, Spreadsheet Software"
135,Assess for Success: Marketing Analytics and Measurement,Google,/learn/assess-for-success,4.6,Beginner,1 - 4 Weeks,1000,"Digital Marketing, Marketing, Marketing Management, Data Analysis, Media Strategy & Planning, Data Management, Market Analysis"
136,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,/learn/build-a-computer,4.9,Mixed,1 - 3 Months,3400,"Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design"
137,Managerial Accounting Fundamentals,University of Virginia,/learn/uva-darden-managerial-accounting,4.8,Beginner,1 - 4 Weeks,716,"Accounting, Cost Accounting, Leadership and Management, Management Accounting, Account Management, Financial Accounting, Budget Management, General Accounting, Finance, Generally Accepted Accounting Principles (GAAP)"
138,AWS Cloud Practitioner Essentials,Amazon Web Services,/learn/aws-cloud-practitioner-essentials,4.8,Beginner,1 - 3 Months,1500,"Amazon Web Services, Cloud Computing"
139,Probability & Statistics for Machine Learning & Data Science,DeepLearning.AI,/learn/machine-learning-probability-and-statistics,4.6,Beginner,1 - 4 Weeks,169,"General Statistics, Probability & Statistics, Statistical Analysis"
140,AWS Cloud Technical Essentials,Amazon Web Services,/learn/aws-cloud-technical-essentials,4.8,Beginner,1 - 3 Months,4300,"Amazon Web Services, Cloud Computing, Cloud Storage, Leadership and Management"
141,Global Diplomacy – Diplomacy in the Modern World,University of London,/learn/global-diplomacy,4.7,Mixed,1 - 3 Months,4600,"Critical Thinking, Negotiation"
142,First Step Korean,Yonsei University,/learn/learn-korean,4.9,Beginner,1 - 3 Months,48500,"Communication, Culture, Writing"
143,Introduction to Data Engineering,IBM,/learn/introduction-to-data-engineering,4.7,Beginner,1 - 4 Weeks,2100,"Data Engineering, Data Management, Extract, Transform, Load, Databases, Network Security, Big Data, Data Warehousing, Leadership and Management, SQL, Data Science, NoSQL"
144,Sequence Models,DeepLearning.AI,/learn/nlp-sequence-models,4.8,Intermediate,1 - 4 Weeks,29600,"Artificial Neural Networks, Deep Learning, Machine Learning, Natural Language Processing, Machine Learning Algorithms, Applied Machine Learning, Python Programming, Human Learning, Tensorflow, Linear Algebra"
145,Corporate Strategy,University of London,/learn/corporatestrategy,4.8,Beginner,1 - 4 Weeks,1900,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Finance, Mergers & Acquisitions, Business Development"
146,Fundamentals of Finance,University of Pennsylvania,/learn/finance-fundamentals,3.9,Beginner,1 - 3 Months,816,"Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting"
147,"Introduction to Web Development with HTML, CSS, JavaScript",IBM,/learn/introduction-to-web-development-with-html-css-javacript,4.6,Beginner,1 - 3 Months,1600,"Web Development, Cloud Applications, Javascript"
148,Talent Acquisition,HRCI,/learn/talent-acquisition,4.8,Beginner,1 - 4 Weeks,182,"Mergers & Acquisitions, Recruitment"
149,Work Smarter with Microsoft Excel,Microsoft,/learn/microsoft-excel-work-smarter,4.7,Beginner,1 - 3 Months,1400,"Critical Thinking, Data Analysis, Data Visualization, Microsoft Excel, Spreadsheet Software, Accounting, Basic Descriptive Statistics, Data Model, General Accounting, Visual Design"
150,Generative AI Primer,Vanderbilt University,/learn/generative-ai,4.6,Beginner,1 - 4 Weeks,15,
151,"Aspectos básicos: Datos, datos, en todas partes",Google,/learn/aspectos-basicos-datos-datos-en-todas-partes,4.8,Beginner,1 - 3 Months,4700,"Data Analysis, Databases, Business Analysis, Data Management, Exploratory Data Analysis, Process Analysis, Data Structures, SQL, Spreadsheet Software, Strategy, Microsoft Excel"
152,Introductory Human Physiology,Duke University,/learn/physiology,4.8,Beginner,1 - 3 Months,4700,Health
153,Child Nutrition and Cooking,Stanford University,/learn/childnutrition,4.8,Beginner,1 - 3 Months,9900,
154,Write Professional Emails in English,Georgia Institute of Technology,/learn/professional-emails-english,4.8,Mixed,1 - 3 Months,16700,"Writing, Business Communication, Professional Development"
155,Behavioral Finance,Duke University,/learn/duke-behavioral-finance,4.4,Beginner,1 - 4 Weeks,3800,"Behavioral Economics, Business Psychology, Critical Thinking, Decision Making, Finance, Investment Management, People Analysis, Probability & Statistics, Problem Solving, Strategy"
156,Introduction to Electronics,Georgia Institute of Technology,/learn/electronics,4.7,Mixed,1 - 3 Months,2400,Problem Solving
157,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,/learn/people-management,4.7,Mixed,1 - 3 Months,3600,"Human Resources, Leadership and Management, People Management, Conflict Management, Decision Making, Human Resources Operations, People Analysis, Performance Management, Recruitment, Business Analysis, Employee Relations, Leadership Development, Organizational Development, People Development"
158,Introduction to Software Engineering,IBM,/learn/introduction-to-software-engineering,4.7,Beginner,1 - 3 Months,532,"Software Engineering, Computer Programming, Software Engineering Tools, Application Development, Programming Principles, Software Architecture, Agile Software Development, Communication, Full-Stack Web Development, Technical Product Management, Python Programming"
159,Customer Service Fundamentals,Knowledge Accelerators,/learn/customer-service-fundamentals,4.8,Beginner,1 - 4 Weeks,1500,"Communication, Customer Support, Leadership and Management, Problem Solving, Customer Relationship Management, Customer Success, Strategy, Adaptability, Critical Thinking, User Experience"
160,Impact Measurement & Management for the SDGs,Duke University,/learn/impact-for-sdgs,4.8,Mixed,1 - 3 Months,478,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Business Psychology, Organizational Development, Business Process Management, Finance"
161,Digital Product Management: Modern Fundamentals,University of Virginia,/learn/uva-darden-digital-product-management,4.7,Beginner,1 - 4 Weeks,5000,"Product Management, Leadership and Management, Planning, Product Strategy, Strategy"
162,Python Basics,University of Michigan,/learn/python-basics,4.8,Beginner,1 - 4 Weeks,16900,"Computer Programming, Python Programming, Problem Solving"
163,Forensic Accounting and Fraud Examination,West Virginia University,/learn/forensic-accounting,4.7,Mixed,1 - 3 Months,5400,"Accounting, Audit, Critical Thinking, Financial Accounting, Risk Management, Regulations and Compliance, Data Analysis, Finance, Problem Solving, Financial Analysis"
164,Learn to Program: The Fundamentals,University of Toronto,/learn/learn-to-program,4.7,Beginner,1 - 3 Months,6200,"Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Mathematics"
165,Understanding Clinical Research: Behind the Statistics,University of Cape Town,/learn/clinical-research,4.8,Beginner,1 - 3 Months,3200,"Basic Descriptive Statistics, Data Analysis, General Statistics, Probability & Statistics, Statistical Tests, Critical Thinking, Biostatistics, Clinical Data Management"
166,Google Cloud Fundamentals: Core Infrastructure,Google Cloud,/learn/gcp-fundamentals,4.7,Beginner,1 - 3 Months,47300,"Cloud Applications, Cloud Computing, Google Cloud Platform, Cloud Engineering, Cloud Infrastructure, Cloud Platforms, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, DevOps, Google App Engine, Kubernetes"
167,Positive Psychiatry and Mental Health,The University of Sydney,/learn/positive-psychiatry,4.8,Mixed,1 - 3 Months,3400,Resilience
168,Introduction to Psychology,University of Toronto,/learn/introduction-psych,4.9,Mixed,1 - 3 Months,4900,
169,Fundamentals of Graphic Design,California Institute of the Arts,/learn/fundamentals-of-graphic-design,4.8,Beginner,1 - 3 Months,16700,"Communication, Computer Graphic Techniques, Computer Graphics, Creativity, Design and Product, Geometry, Graph Theory, Graphic Design, Visual Design, Visualization (Computer Graphics)"
170,Machine Learning Data Lifecycle in Production,DeepLearning.AI,/learn/machine-learning-data-lifecycle-in-production,4.3,Advanced,1 - 4 Weeks,746,"Python Programming, Statistical Programming, Tensorflow, Exploratory Data Analysis, Feature Engineering, Machine Learning, Probability & Statistics"
171,Finance for Non-Finance Professionals,Rice University,/learn/finance-for-non-finance,4.8,Beginner,1 - 3 Months,2600,"Accounting, Business Analysis, Data Analysis, Finance, Financial Analysis, Financial Management, Financial Accounting, Investment Management, Budget Management"
172,Project Planning,"University of California, Irvine",/learn/project-planning-1,4.8,Beginner,1 - 3 Months,167,"Leadership and Management, Planning"
173,AI & Law,Lund University,/learn/ai-law,4.8,Beginner,1 - 4 Weeks,369,"Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Business Intelligence, Leadership and Management, Process Analysis, Regulations and Compliance"
174,Design and Interpretation of Clinical Trials,Johns Hopkins University,/learn/clinical-trials,4.7,Mixed,1 - 3 Months,4200,
175,Fundamentos de la gestión de proyectos,Google,/learn/fundamentos-de-la-gestion-de-proyectos,4.9,Beginner,1 - 4 Weeks,4600,"Leadership and Management, Organizational Development, Planning, Project Management, Strategy, Strategy and Operations, Change Management, Communication, Business Communication, Media Strategy & Planning"
176,Learning for a Sustainable Future,The University of Edinburgh,/learn/learning-for-a-sustainable-future,4.8,Beginner,1 - 3 Months,17,
177,Build Dynamic User Interfaces (UI) for Websites,Google,/learn/responsive-web-design-adobe-xd,4.8,Beginner,1 - 3 Months,2700,"User Experience, User Research, Web Design, Web Development Tools"
178,Cryptography I,Stanford University,/learn/crypto,4.8,Mixed,1 - 3 Months,4200,"Algorithms, Cryptography, Mathematics, Security Engineering, Theoretical Computer Science, Probability & Statistics, Critical Thinking, Mathematical Theory & Analysis, Computer Security Models, System Security"
179,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,/learn/wharton-contagious-viral-marketing,4.8,Mixed,1 - 4 Weeks,5100,"Brand Management, Communication, Critical Thinking, Influencing, Marketing, Media Strategy & Planning, People Analysis, Social Media, Strategy, Emotional Intelligence"
180,Understanding Research Methods,University of London,/learn/research-methods,4.6,Mixed,1 - 4 Weeks,7000,"Planning, Writing"
181,"Make the Sale: Build, Launch, and Manage E-commerce Stores",Google,/learn/make-the-sale,4.8,Beginner,1 - 4 Weeks,874,"E-Commerce, Sales, Advertising, Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Strategy"
182,Electric Industry Operations and Markets,Duke University,/learn/electricity,4.8,Beginner,1 - 4 Weeks,1200,"Operations Management, Strategy and Operations, Operational Analysis, Market Analysis, Supply Chain Systems, Operating Systems, Planning, Regulations and Compliance, Systems Design, Transportation Operations Management"
183,Using Public Policy for Social Change,University of Michigan,/learn/using-public-policy-for-social-change,,Beginner,1 - 4 Weeks,0,Problem Solving
184,Customer Analytics,University of Pennsylvania,/learn/wharton-customer-analytics,4.6,Mixed,1 - 3 Months,11600,"Basic Descriptive Statistics, Business Analysis, Customer Analysis, Data Analysis, Data Model, Exploratory Data Analysis, Market Analysis, Market Research, Marketing, Strategy"
185,An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,/learn/neuromarketing,4.7,Beginner,1 - 3 Months,3100,"Business Psychology, Market Research, Marketing, Behavioral Economics, Customer Analysis, Decision Making, People Analysis, Experiment, Marketing Psychology, Research and Design"
186,The Path to Insights: Data Models and Pipelines,Google,/learn/the-path-to-insights-data-models-and-pipelines,4.7,Advanced,1 - 4 Weeks,249,"Data Management, Data Model, Extract, Transform, Load"
187,Go Beyond the Numbers: Translate Data into Insights,Google,/learn/go-beyond-the-numbers-translate-data-into-insight,4.7,Advanced,1 - 3 Months,293,"Data Analysis, Exploratory Data Analysis, Python Programming, Tableau Software"
188,Antibiotic Stewardship,Stanford University,/learn/antibiotic-stewardship,4.6,Advanced,1 - 3 Months,454,
189,Instructional Methods in Health Professions Education,University of Michigan,/learn/instructional-methods-education,4.7,Intermediate,1 - 3 Months,439,
190,Leading Diverse Teams & Organizations,University of Michigan,/learn/leading-diverse-teams-and-organizations,4.8,Beginner,1 - 4 Weeks,318,"Communication, Leadership and Management"
191,Convolutional Neural Networks in TensorFlow,DeepLearning.AI,/learn/convolutional-neural-networks-tensorflow,4.7,Intermediate,1 - 4 Weeks,7900,"Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software"
192,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,/learn/introduction-embedded-systems,4.5,Intermediate,1 - 4 Weeks,592,"C Programming Language Family, Computer Architecture, Computer Programming, Computer Programming Tools, Software Engineering, Microarchitecture, Software Architecture, Software Engineering Tools, System Software, Systems Design"
